Generation,evals,avg,std,min,max,best_one,fitness_best_one
190,340,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
191,350,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
192,344,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
193,344,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
194,324,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
195,334,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
196,330,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
197,324,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
198,330,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
199,342,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
200,348,[  7.         392.51004737],[0.00000000e+00 6.82121026e-13],[  7.         392.51004737],[  7.         392.51004737],"[5, 8, 9, 6, 3, 23, 25, 24, 17, 15, 10, 18, 19, 16, 7, 4, 2, 1, 11, 12, 14, 13, 21, 22, 20]","(7.0, 392.51004737495043)"
